City,Date,AQI,PM10,PM2_5,NO2,NO,SO2,CO,O3
Ahmedabad,2017-12-01,764.0,122.41,85.51,98.09,10.05,107.36,30.39,40.02
Ahmedabad,2017-12-02,330.0,122.41,80.89,71.52,10.05,103.62,6.14,78.13
Ahmedabad,2017-12-03,205.0,122.41,58.62,61.64,10.05,88.67,5.49,86.71
Ahmedabad,2017-12-04,164.0,122.41,68.53,61.38,10.05,85.69,5.78,88.35
Ahmedabad,2017-12-05,187.0,122.41,81.38,55.07,10.05,58.91,5.9,39.29
Ahmedabad,2017-12-06,149.0,122.41,56.54,32.13,10.05,31.81,5.46,66.39
Ahmedabad,2017-12-07,215.0,122.41,74.08,57.73,10.05,45.02,7.19,40.27
Ahmedabad,2017-12-08,284.0,122.41,62.76,62.02,10.05,74.08,5.58,83.18
Ahmedabad,2017-12-09,167.0,122.41,86.09,72.14,10.05,114.3,5.9,59.39
Ahmedabad,2017-12-10,337.0,122.41,59.74,77.12,10.05,98.31,26.28,42.01
Ahmedabad,2017-12-11,696.0,122.41,87.13,56.52,10.05,115.96,28.06,53.61
Ahmedabad,2017-12-12,295.0,122.41,52.15,65.44,10.05,86.58,15.98,58.81
Ahmedabad,2017-12-13,565.0,122.41,67.51,88.83,10.05,112.57,20.79,51.5
Ahmedabad,2017-12-14,400.0,122.41,70.08,81.65,10.05,116.77,11.42,61.73
Ahmedabad,2017-12-15,250.0,122.41,86.9,76.2,10.05,105.41,7.54,72.02
Ahmedabad,2017-12-16,232.0,122.41,77.34,61.41,10.05,102.44,6.33,75.64
Ahmedabad,2017-12-17,174.0,122.41,65.93,45.55,10.05,99.74,5.7,105.69
Ahmedabad,2017-12-18,198.0,122.41,66.58,62.16,10.05,98.89,7.16,66.87
Ahmedabad,2017-12-19,340.0,122.41,62.24,88.65,10.05,109.76,17.88,48.64
Ahmedabad,2017-12-20,355.0,122.41,62.07,72.18,10.05,102.25,8.72,56.86
Ahmedabad,2017-12-21,246.0,122.41,72.04,73.92,10.05,114.05,7.78,73.53
Ahmedabad,2017-12-22,216.0,122.41,67.44,62.74,10.05,99.05,5.95,93.19
Ahmedabad,2017-12-23,306.0,122.41,77.76,78.94,10.05,110.69,25.81,79.46
Ahmedabad,2017-12-24,650.0,122.41,96.71,101.08,10.05,127.91,19.89,54.97
Ahmedabad,2017-12-25,515.0,122.41,75.14,89.68,10.05,116.39,29.6,67.14
Ahmedabad,2017-12-26,529.0,122.41,69.27,79.33,10.05,85.87,15.17,65.28
Ahmedabad,2017-12-27,404.0,122.41,71.54,89.06,10.05,111.43,26.95,65.58
Ahmedabad,2017-12-28,773.0,122.41,104.13,101.35,10.05,113.39,43.47,58.08
Ahmedabad,2017-12-29,763.0,122.41,88.93,93.2,10.05,112.46,30.55,61.52
Ahmedabad,2017-12-30,474.0,122.41,82.03,92.12,10.05,113.34,14.9,65.25
Ahmedabad,2017-12-31,343.0,122.41,84.43,74.68,10.05,115.41,6.85,90.79
Ahmedabad,2018-01-01,278.0,122.41,84.46,87.62,10.05,102.36,7.58,69.02
Ahmedabad,2018-01-02,256.0,122.41,76.51,76.69,10.05,103.46,9.26,93.51
Ahmedabad,2018-01-03,300.0,122.41,63.88,69.32,10.05,70.3,13.87,105.33
Ahmedabad,2018-01-04,532.0,122.41,81.1,109.07,10.05,93.3,19.42,65.69
Ahmedabad,2018-01-05,534.0,122.41,73.61,173.08,10.05,93.86,25.96,36.51
Ahmedabad,2018-01-06,738.0,122.41,75.79,146.8,10.05,113.82,31.55,41.95
Ahmedabad,2018-01-07,622.0,122.41,77.87,137.62,10.05,107.58,23.19,50.46
Ahmedabad,2018-01-08,517.0,122.41,77.72,135.66,10.05,101.93,8.91,48.73
Ahmedabad,2018-01-09,216.0,122.41,66.89,92.57,10.05,89.53,5.86,68.56
Ahmedabad,2018-01-10,316.0,122.41,74.57,133.53,10.05,103.2,16.31,55.23
Ahmedabad,2018-01-11,586.0,122.41,89.1,137.16,10.05,92.55,44.57,59.41
Ahmedabad,2018-01-12,898.0,122.41,110.34,150.93,10.05,95.48,30.4,47.58
Ahmedabad,2018-01-13,421.0,122.41,82.53,150.48,10.05,106.65,20.58,43.23
Ahmedabad,2018-01-14,542.0,122.41,108.01,132.63,10.05,86.78,22.69,10.99
Ahmedabad,2018-01-15,610.0,122.41,92.94,114.26,10.05,83.85,14.34,51.68
Ahmedabad,2018-01-16,716.0,122.41,87.3,163.43,10.05,127.99,44.01,12.21
Ahmedabad,2018-01-17,804.0,122.41,89.06,132.69,10.05,119.07,29.54,41.74
Ahmedabad,2018-01-18,656.0,122.41,51.61,127.3,10.05,100.99,32.42,31.7
Ahmedabad,2018-01-19,1201.0,122.41,91.13,169.17,10.05,128.78,65.07,25.03
Ahmedabad,2018-01-27,795.0,122.41,102.16,145.55,10.05,137.02,15.17,63.22
Ahmedabad,2018-01-28,430.0,122.41,89.53,122.51,10.05,156.59,35.38,83.69
Ahmedabad,2018-01-29,1153.0,122.41,101.92,189.67,10.05,125.54,65.27,41.52
Ahmedabad,2018-01-30,1414.0,122.41,117.99,203.41,10.05,147.58,83.78,41.0
Ahmedabad,2018-01-31,1042.0,122.41,115.79,166.11,10.05,151.92,42.54,32.24
Ahmedabad,2018-02-01,1613.0,122.41,189.12,178.13,10.05,168.44,94.0,39.06
Ahmedabad,2018-02-02,433.0,122.41,88.37,155.73,10.05,106.29,15.14,44.14
Ahmedabad,2018-02-03,692.0,122.41,96.64,201.59,10.05,146.13,73.16,7.97
Ahmedabad,2018-02-04,620.0,122.41,98.0,201.17,10.05,146.25,71.48,7.94
Ahmedabad,2018-02-05,617.0,122.41,93.31,186.16,10.05,142.83,49.85,32.93
Ahmedabad,2018-02-06,590.0,122.41,104.89,153.96,10.05,121.22,25.46,38.11
Ahmedabad,2018-02-07,856.0,122.41,109.34,156.18,10.05,121.57,27.03,49.84
Ahmedabad,2018-02-08,587.0,122.41,70.25,140.78,10.05,97.56,48.11,55.79
Ahmedabad,2018-02-09,1423.0,122.41,103.17,173.67,10.05,125.46,108.99,42.09
Ahmedabad,2018-02-10,1917.0,122.41,185.77,172.84,10.05,120.94,124.01,40.97
Ahmedabad,2018-02-11,471.0,122.41,84.48,99.65,10.05,151.24,20.33,29.52
Ahmedabad,2018-02-12,488.0,122.41,89.41,130.93,10.05,110.86,28.93,34.08
Ahmedabad,2018-02-13,471.0,122.41,64.61,117.16,10.05,104.81,10.31,51.44
Ahmedabad,2018-02-14,172.0,122.41,65.35,104.31,10.05,59.29,6.17,64.67
Ahmedabad,2018-02-15,390.0,122.41,52.18,106.89,10.05,84.2,32.36,62.74
Ahmedabad,2018-02-16,802.0,122.41,75.13,176.38,10.05,124.9,36.67,67.84
Ahmedabad,2018-02-17,1035.0,122.41,83.65,180.34,10.05,130.27,47.49,47.95
Ahmedabad,2018-02-18,1477.0,122.41,220.49,177.19,10.05,133.39,108.73,41.76
Ahmedabad,2018-02-19,2049.0,122.41,242.66,199.17,10.05,127.725,132.47,44.06
Ahmedabad,2018-02-20,1314.0,122.41,114.78,159.18,10.05,122.06,74.41,32.35
Ahmedabad,2018-02-21,1215.0,122.41,92.92,164.78,10.05,123.47,66.96,46.91
Ahmedabad,2018-02-22,1483.0,122.41,91.66,135.71,10.05,108.4,92.86,46.15
Ahmedabad,2018-02-23,1526.0,122.41,138.4,141.97,10.05,127.68,134.85,25.63
Ahmedabad,2018-03-04,717.0,122.41,32.36,78.27,10.05,71.59,25.68,44.82
Ahmedabad,2018-03-05,525.0,122.41,29.98,114.5,10.05,97.02,22.14,37.0
Ahmedabad,2018-03-06,777.0,122.41,33.3,128.12,10.05,99.65,52.23,42.05
Ahmedabad,2018-03-07,807.0,122.41,56.51,121.56,10.05,81.19,10.58,54.42
Ahmedabad,2018-03-08,520.0,122.41,88.85,147.44,10.05,82.23,46.93,67.24
Ahmedabad,2018-03-09,1171.0,122.41,111.68,119.71,10.05,94.48,41.3,53.57
Ahmedabad,2018-03-10,1332.0,122.41,114.06,131.09,10.05,82.54,52.37,56.94
Ahmedabad,2018-03-11,1260.0,122.41,116.93,118.96,10.05,98.31,31.48,53.2
Ahmedabad,2018-03-12,708.0,122.41,84.19,136.64,10.05,101.89,51.41,50.69
Ahmedabad,2018-03-13,1108.0,122.41,98.53,101.27,10.05,82.76,70.03,38.63
Ahmedabad,2018-03-14,761.0,122.41,84.16,91.61,10.05,72.88,17.12,24.38
Ahmedabad,2018-03-15,541.0,122.41,71.82,77.57,10.05,59.98,37.72,46.07
Ahmedabad,2018-03-16,1274.0,122.41,80.51,83.56,10.05,45.11,80.75,36.86
Ahmedabad,2018-03-17,1241.0,122.41,133.48,112.13,10.05,93.54,54.16,45.02
Ahmedabad,2018-03-18,1210.0,122.41,116.54,140.86,10.05,118.35,45.17,10.65
Ahmedabad,2018-03-19,301.0,122.41,98.49,87.62,10.05,56.14,17.14,35.215
Ahmedabad,2018-03-20,549.0,122.41,160.68,97.06,10.05,51.32,14.93,59.78
Ahmedabad,2018-03-21,414.0,122.41,102.05,81.15,10.05,57.4,15.35,47.29
Ahmedabad,2018-03-22,484.0,122.41,100.33,92.44,10.05,37.78,9.58,60.16
Ahmedabad,2018-03-23,577.0,122.41,99.73,152.23,10.05,75.71,30.04,62.24
Ahmedabad,2018-03-24,862.0,122.41,104.22,142.95,10.05,72.1,39.51,52.74
Ahmedabad,2018-03-25,889.0,122.41,109.8,132.61,10.05,99.72,30.62,57.77
Ahmedabad,2018-03-26,1001.0,122.41,124.44,147.48,10.05,119.98,42.25,51.56
Ahmedabad,2018-03-27,1156.0,122.41,180.27,156.21,10.05,118.43,63.29,50.27
Ahmedabad,2018-03-28,691.0,122.41,138.6,93.81,10.05,116.67,13.28,55.1
Ahmedabad,2018-03-29,308.0,122.41,139.21,148.06,10.05,103.12,61.15,63.73
Ahmedabad,2018-03-30,965.0,122.41,154.09,101.12,10.05,111.55,51.8,48.08
Ahmedabad,2018-03-31,1434.0,122.41,121.0,93.59,10.05,119.43,14.95,50.94
Ahmedabad,2018-04-01,579.0,122.41,80.56,126.32,10.05,118.21,44.37,52.22
Ahmedabad,2018-04-02,1034.0,122.41,103.75,98.54,10.05,117.34,22.81,50.17
Ahmedabad,2018-04-03,498.0,122.41,75.68,70.57,10.05,106.94,10.93,68.45
Ahmedabad,2018-04-04,265.0,122.41,62.83,68.69,10.05,67.09,21.11,71.3
Ahmedabad,2018-04-05,740.0,122.41,104.23,69.08,10.05,19.21,40.3,42.57
Ahmedabad,2018-04-06,856.0,122.41,91.04,64.6,10.05,74.09,5.88,29.65
Ahmedabad,2018-04-07,304.0,122.41,90.13,81.38,10.05,73.62,15.24,73.07
Ahmedabad,2018-04-08,657.0,122.41,160.43,65.53,10.05,49.95,19.45,55.47
Ahmedabad,2018-04-09,403.0,122.41,94.55,58.27,10.05,51.53,20.11,57.33
Ahmedabad,2018-04-10,596.0,122.41,124.59,67.31,10.05,82.97,30.88,27.52
Ahmedabad,2018-04-11,392.0,122.41,92.5,61.82,10.05,77.85,18.14,22.98
Ahmedabad,2018-04-12,414.0,122.41,86.29,60.84,10.05,82.34,16.35,31.03
Ahmedabad,2018-04-13,442.0,122.41,104.21,72.51,10.05,65.42,22.52,39.14
Ahmedabad,2018-04-14,438.0,122.41,88.5,60.36,10.05,3.3,26.61,32.95
Ahmedabad,2018-04-15,561.0,122.41,84.47,61.41,10.05,3.3,23.17,45.89
Ahmedabad,2018-04-16,660.0,122.41,73.54,62.95,10.05,3.3,29.4,53.235
Ahmedabad,2018-04-17,616.0,122.41,53.89,58.22,10.05,18.91,31.91,60.58
Ahmedabad,2018-04-18,855.0,122.41,60.08,47.34,10.05,22.65,48.77,51.62
Ahmedabad,2018-04-19,633.0,122.41,53.13,44.61,10.05,94.03,12.2,36.42
Ahmedabad,2018-04-20,274.0,122.41,71.3,35.8,10.05,63.28,7.93,34.83
Ahmedabad,2018-04-21,210.0,122.41,37.9,31.24,10.05,16.31,4.96,34.76
Ahmedabad,2018-04-22,478.0,122.41,78.18,71.56,10.05,51.41,20.3,10.44
Ahmedabad,2018-04-23,465.0,122.41,56.35,86.03,10.05,15.96,25.34,77.4
Ahmedabad,2018-04-24,836.0,122.41,59.66,77.68,10.05,26.01,47.44,63.51
Ahmedabad,2018-04-25,1235.0,122.41,114.6,36.29,10.05,22.99,42.76,56.47
Ahmedabad,2018-04-26,525.0,122.41,74.48,51.25,10.05,48.6,9.84,37.97
Ahmedabad,2018-04-27,525.0,122.41,81.11,48.95,10.05,40.55,25.37,26.21
Ahmedabad,2018-04-28,650.0,122.41,100.39,42.83,10.05,42.89,10.39,30.16
Ahmedabad,2018-04-29,219.0,122.41,39.97,32.39,10.05,30.7,7.15,36.08
Ahmedabad,2018-04-30,328.0,122.41,53.61,37.01,10.05,51.64,16.93,16.92
Ahmedabad,2018-05-01,351.0,122.41,63.06,28.22,10.05,69.46,13.88,25.88
Ahmedabad,2018-05-02,286.0,122.41,46.17,30.48,10.05,51.35,10.7,27.9
Ahmedabad,2018-05-03,337.0,122.41,61.24,35.33,10.05,82.15,14.21,9.69
Ahmedabad,2018-05-04,249.0,122.41,41.81,27.69,10.05,36.92,8.66,14.66
Ahmedabad,2018-05-05,376.0,122.41,55.09,33.93,10.05,57.46,15.63,19.630000000000003
Ahmedabad,2018-05-06,415.0,122.41,65.54,36.07,10.05,87.14,13.95,24.6
Ahmedabad,2018-05-07,228.0,122.41,41.04,28.36,10.05,54.07,7.56,29.57
Ahmedabad,2018-05-08,266.0,122.41,49.71,28.6,10.05,53.54,9.59,34.54
Ahmedabad,2018-05-09,257.0,122.41,44.75,28.9,10.05,65.8,10.25,28.02
Ahmedabad,2018-05-10,409.0,122.41,45.84,29.72,10.05,61.44,26.72,35.85
Ahmedabad,2018-05-11,524.0,122.41,76.36,33.82,10.05,96.8,8.33,51.0
Ahmedabad,2018-05-12,222.0,122.41,44.79,32.12,10.05,74.84,7.28,37.9
Ahmedabad,2018-05-13,332.0,122.41,50.16,28.17,10.05,80.78,13.86,28.52
Ahmedabad,2018-05-14,272.0,122.41,49.07,30.74,10.05,88.3,8.51,27.48
Ahmedabad,2018-05-15,232.0,122.41,46.06,27.6,10.05,59.55,7.07,32.54
Ahmedabad,2018-05-16,247.0,122.41,52.82,28.48,10.05,73.73,9.88,27.07
Ahmedabad,2018-05-17,254.0,122.41,53.39,30.28,10.05,56.45,6.91,31.93
Ahmedabad,2018-05-18,236.0,122.41,59.44,31.77,10.05,86.73,6.67,38.54
Ahmedabad,2018-05-19,273.0,122.41,71.01,38.17,10.05,106.62,7.69,24.78
Ahmedabad,2018-05-20,273.0,122.41,59.98,31.95,10.05,97.46,8.89,42.36
Ahmedabad,2018-05-21,256.0,122.41,50.7,33.44,10.05,27.74,8.58,59.94
Ahmedabad,2018-05-22,217.0,122.41,69.87,34.82,10.05,16.35,6.96,40.76
Ahmedabad,2018-05-23,291.0,122.41,61.53,42.53,10.05,17.94,10.41,48.3
Ahmedabad,2018-05-24,314.0,122.41,67.03,38.68,10.05,21.21,10.37,32.34
Ahmedabad,2018-05-25,355.0,122.41,43.37,35.01,10.05,56.38,20.03,40.07
Ahmedabad,2018-05-26,587.0,122.41,60.05,40.83,10.05,95.07,22.86,33.52
Ahmedabad,2018-05-27,535.0,122.41,56.93,30.45,10.05,102.66,10.46,37.12
Ahmedabad,2018-05-28,366.0,122.41,44.14,18.82,10.05,109.33,18.18,31.1
Ahmedabad,2018-05-29,404.0,122.41,69.0,7.32,10.05,131.7,25.24,25.67
Ahmedabad,2018-06-07,247.0,122.41,53.59,45.53,10.05,59.53,10.18,17.93
Ahmedabad,2018-06-08,321.0,122.41,55.77,45.87,10.05,44.42,13.06,13.14
Ahmedabad,2018-06-09,319.0,122.41,63.58,43.32,10.05,63.59,13.97,5.08
Ahmedabad,2018-06-10,345.0,122.41,103.08,59.19,10.05,53.73,16.31,9.92
Ahmedabad,2018-06-11,492.0,122.41,78.25,35.12,10.05,44.25,24.41,14.76
Ahmedabad,2018-06-12,491.0,122.41,77.84,31.88,10.05,44.19,35.49,21.0
Ahmedabad,2018-06-13,503.0,122.41,69.99,43.61,10.05,30.82,39.53,21.49
Ahmedabad,2018-06-14,523.0,122.41,78.7,42.9,10.05,31.43,43.78,20.06
Ahmedabad,2018-06-15,539.0,122.41,59.96,36.48,10.05,34.88,43.3,17.65
Ahmedabad,2018-06-16,492.0,122.41,48.27,36.24,10.05,34.93,38.0,18.73
Ahmedabad,2018-06-17,513.0,122.41,44.81,35.46,10.05,37.6,41.38,19.2725
Ahmedabad,2018-06-18,497.0,122.41,55.21,35.74,10.05,39.57,39.11,19.815
Ahmedabad,2018-06-19,433.0,122.41,40.89,44.16,10.05,31.95,29.34,20.3575
Ahmedabad,2018-06-20,484.0,122.41,41.59,49.96,10.05,43.99,35.38,20.9
Ahmedabad,2018-06-21,471.0,122.41,39.02,49.53,10.05,40.84,33.35,21.4425
Ahmedabad,2018-06-22,502.0,122.41,33.5,49.55,10.05,41.5,38.95,21.985
Ahmedabad,2018-06-23,495.0,122.41,39.42,51.25,10.05,47.27,35.54,22.5275
Ahmedabad,2018-06-24,486.0,122.41,46.84,54.72,10.05,36.48,65.72,23.07
Ahmedabad,2018-06-25,524.0,122.41,51.63,43.38,10.05,27.32,44.96,19.96
Ahmedabad,2018-06-26,556.0,122.41,38.12,45.66,10.05,26.76,40.63,16.85
Ahmedabad,2018-06-27,508.0,122.41,27.79,41.59,10.05,39.2,37.69,13.74
Ahmedabad,2018-06-28,413.0,122.41,36.27,45.79,10.05,54.98,25.63,10.53
Ahmedabad,2018-06-29,421.0,122.41,76.41,53.18,10.05,43.42,26.44,2.05
Ahmedabad,2018-06-30,400.0,122.41,62.72,50.49,10.05,22.02,21.89,0.72
Ahmedabad,2018-07-01,361.0,122.41,48.12,61.63,10.05,24.98,19.06,0.91
Ahmedabad,2018-07-02,385.0,122.41,36.8,53.33,10.05,24.97,21.07,1.16
Ahmedabad,2018-07-03,428.0,122.41,41.37,38.1,10.05,18.91,25.53,1.08
Ahmedabad,2018-07-04,440.0,122.41,302.08,28.1,10.05,46.94,27.2,0.88
Ahmedabad,2018-07-05,510.0,122.41,37.15,58.02,10.05,34.41,34.33,1.04
Ahmedabad,2018-07-06,513.0,122.41,59.76,57.8,10.05,17.67,29.58,2.02
Ahmedabad,2018-07-07,365.0,122.41,71.94,98.32,10.05,25.74,17.35,2.03
Ahmedabad,2018-07-08,336.0,122.41,47.95,151.73,10.05,25.91,17.08,2.51
Ahmedabad,2018-07-09,377.0,122.41,55.91,66.69,10.05,32.64,19.87,1.8
Ahmedabad,2018-07-10,442.0,122.41,72.06,59.1,10.05,32.64,24.72,1.26
Ahmedabad,2018-07-11,421.0,122.41,127.23,37.32,10.05,26.37,29.02,0.38
Ahmedabad,2018-07-12,428.0,122.41,127.37,40.59,10.05,34.39,25.58,2.77
Ahmedabad,2018-07-13,472.0,122.41,36.42,49.52,10.05,37.17,30.52,3.29
Ahmedabad,2018-07-14,478.0,122.41,40.97,113.8,10.05,22.82,29.94,3.69
Ahmedabad,2018-07-15,422.0,122.41,33.38,62.15,10.05,21.06,20.68,4.35
Ahmedabad,2018-07-16,347.0,122.41,33.51,40.85,10.05,28.85,17.84,7.95
Ahmedabad,2018-07-17,461.0,122.41,29.56,74.11,10.05,19.34,30.82,3.34
Ahmedabad,2018-07-18,447.0,122.41,21.89,63.9,10.05,16.32,27.75,3.02
Ahmedabad,2018-07-19,486.0,122.41,44.87,68.29,10.05,17.39,31.41,3.24
Ahmedabad,2018-07-20,510.0,122.41,33.16,54.23,10.05,17.09,31.02,4.47
Ahmedabad,2018-07-21,576.0,122.41,45.25,61.65,10.05,23.87,35.01,2.96
Ahmedabad,2018-07-22,485.0,122.41,48.95,63.01,10.05,19.19,25.57,2.96
Ahmedabad,2018-07-23,488.0,122.41,42.89,51.28,10.05,19.96,34.86,2.9816666666666665
Ahmedabad,2018-07-24,613.0,122.41,48.36,57.71,10.05,21.19,43.24,3.0033333333333334
Ahmedabad,2018-07-25,577.0,122.41,51.7,54.05,10.05,20.02,39.25,3.025
Ahmedabad,2018-07-26,474.0,122.41,43.18,51.27,10.05,18.21,29.79,3.046666666666667
Ahmedabad,2018-07-27,458.0,122.41,35.8,48.89,10.05,19.94,29.72,3.0683333333333334
Ahmedabad,2018-07-28,428.0,122.41,37.76,45.39,10.05,19.83,23.91,3.09
Ahmedabad,2018-07-29,429.0,122.41,38.1,47.92,10.05,25.27,27.77,3.111666666666667
Ahmedabad,2018-07-30,461.0,122.41,39.43,47.83,10.05,24.1,29.96,3.1333333333333333
Ahmedabad,2018-07-31,450.0,122.41,51.78,45.29,10.05,61.88,28.69,3.1550000000000002
Ahmedabad,2018-08-01,453.0,122.41,63.4,48.24,10.05,109.6,26.58,3.1766666666666667
Ahmedabad,2018-08-02,459.0,122.41,58.21,49.85,10.05,106.17,25.51,3.1983333333333337
Ahmedabad,2018-08-03,468.0,122.41,47.83,49.36,10.05,113.31,25.73,3.22
Ahmedabad,2018-08-04,424.0,122.41,53.64,52.64,10.05,96.72,22.52,2.86
Ahmedabad,2018-08-05,366.0,122.41,48.18,51.41,10.05,104.62,18.31,2.81
Ahmedabad,2018-08-06,465.0,122.41,56.75,59.07,10.05,126.12,28.82,4.84
Ahmedabad,2018-08-07,434.0,122.41,41.21,38.73,10.05,83.84,25.18,9.92
Ahmedabad,2018-08-08,470.0,122.41,37.33,47.75,10.05,58.25,29.18,6.63
Ahmedabad,2018-08-09,455.0,122.41,28.74,45.61,10.05,41.84,25.17,20.2
Ahmedabad,2018-08-10,489.0,122.41,34.05,46.79,10.05,29.66,27.58,22.77
Ahmedabad,2018-08-11,431.0,122.41,28.94,53.02,10.05,26.92,21.18,16.38
Ahmedabad,2018-08-12,402.0,122.41,25.06,54.71,10.05,21.64,25.26,10.33
Ahmedabad,2018-08-13,469.0,122.41,32.05,48.62,10.05,42.09,29.19,10.76
Ahmedabad,2018-08-14,476.0,122.41,44.02,54.33,10.05,48.99,30.74,7.14
Ahmedabad,2018-08-15,459.0,122.41,48.73,47.11,10.05,31.19,27.87,11.25
Ahmedabad,2018-08-16,342.0,122.41,43.54,39.05,10.05,43.71,12.25,22.45
Ahmedabad,2018-08-17,311.0,122.41,28.66,55.15,10.05,32.57,18.31,15.68
Ahmedabad,2018-08-18,467.0,122.41,31.01,63.76,10.05,128.43,26.43,18.69
Ahmedabad,2018-08-19,429.0,122.41,33.95,67.31,10.05,152.48,30.33,14.95
Ahmedabad,2018-08-20,490.0,122.41,33.7,59.07,10.05,156.24,24.01,23.59
Ahmedabad,2018-08-21,445.0,122.41,48.21,66.43,10.05,151.44,29.28,13.38
Ahmedabad,2018-08-22,499.0,122.41,40.66,61.16,10.05,120.48,30.95,14.02
Ahmedabad,2018-08-23,482.0,122.41,38.65,60.26,10.05,146.84,30.68,16.31
Ahmedabad,2018-08-24,527.0,122.41,49.47,63.28,10.05,88.36,34.28,13.94
Ahmedabad,2018-08-25,556.0,122.41,33.2,56.35,10.05,96.68,36.15,8.76
Ahmedabad,2018-08-26,482.0,122.41,34.52,51.26,10.05,66.48,31.19,9.641
Ahmedabad,2018-08-27,597.0,122.41,44.57,57.85,10.05,34.74,33.12,10.522
Ahmedabad,2018-08-28,491.0,122.41,58.92,67.8,10.05,56.88,26.74,11.402999999999999
Ahmedabad,2018-08-29,460.0,122.41,51.03,63.05,10.05,49.27,26.37,12.283999999999999
Ahmedabad,2018-08-30,510.0,122.41,45.77,54.56,10.05,25.47,33.34,13.165
Ahmedabad,2018-08-31,623.0,122.41,38.22,60.3,10.05,59.94,41.0,14.046
Ahmedabad,2018-09-01,577.0,122.41,34.44,58.49,10.05,85.34,35.18,14.927
Ahmedabad,2018-09-02,440.0,122.41,28.8,49.07,10.05,101.38,28.47,15.808
Ahmedabad,2018-09-12,447.0,122.41,16.28,57.19,10.05,50.26,26.67,38.7825
Ahmedabad,2018-09-13,477.0,122.41,21.06,53.85,10.05,65.55,29.17,41.219
Ahmedabad,2018-09-14,481.0,122.41,20.82,53.22,10.05,60.88,31.54,43.6555
Ahmedabad,2018-09-15,500.0,122.41,18.18,62.81,10.05,71.39,33.85,46.092
Ahmedabad,2018-09-16,530.0,122.41,21.41,75.42,10.05,73.4,32.1,48.528499999999994
Ahmedabad,2018-09-17,696.0,122.41,24.51,82.95,10.05,63.4,34.65,50.964999999999996
Ahmedabad,2018-09-18,580.0,122.41,28.15,88.14,10.05,70.24,29.08,53.4015
Ahmedabad,2018-09-19,546.0,122.41,23.65,74.6,10.05,65.46,22.79,55.837999999999994
Ahmedabad,2018-09-20,631.0,122.41,25.32,85.39,10.05,43.6,38.95,58.274499999999996
Ahmedabad,2018-09-21,876.0,122.41,25.87,100.26,10.05,30.28,23.11,60.711
Ahmedabad,2018-09-22,493.0,122.41,22.62,121.4,10.05,42.11,23.36,63.147499999999994
Ahmedabad,2018-09-23,410.0,122.41,21.12,66.12,10.05,27.9,22.46,65.584
Ahmedabad,2018-09-24,398.0,122.41,21.79,63.21,10.05,25.39,25.94,68.0205
Ahmedabad,2018-09-25,457.0,122.41,18.87,85.35,10.05,38.27,27.35,70.457
Ahmedabad,2018-09-26,428.0,122.41,22.11,100.39,10.05,78.83,24.68,72.89349999999999
Ahmedabad,2018-09-27,413.0,122.41,24.07,133.0,10.05,45.29,20.32,75.33
Ahmedabad,2018-09-28,680.0,122.41,25.9,165.62,10.05,56.95,40.29,37.07
Ahmedabad,2018-09-29,787.0,122.41,29.8,169.17,10.05,64.17,42.91,53.0
Ahmedabad,2018-09-30,862.0,122.41,29.37,163.3,10.05,60.33,42.88,44.38
Ahmedabad,2018-10-01,951.0,122.41,33.95,191.14,10.05,74.04,59.21,45.36
Ahmedabad,2018-10-02,712.0,122.41,31.13,177.13,10.05,53.57,26.73,67.63
Ahmedabad,2018-10-03,483.0,122.41,58.28,127.95,10.05,128.38,15.84,66.85
Ahmedabad,2018-10-04,379.0,122.41,63.92,102.78,10.05,92.16,12.95,69.39
Ahmedabad,2018-10-05,214.0,122.41,73.89,53.74,10.05,46.31,4.5,59.52
Ahmedabad,2018-10-06,508.0,122.41,79.37,62.42,10.05,80.71,30.71,69.32
Ahmedabad,2018-10-07,713.0,122.41,78.64,68.8,10.05,75.18,32.81,57.87
Ahmedabad,2018-10-08,688.0,122.41,122.92,94.67,10.05,119.78,34.89,40.0
Ahmedabad,2018-10-09,844.0,122.41,160.05,115.92,10.05,90.5,34.65,48.77
Ahmedabad,2018-10-10,786.0,122.41,113.9,68.38,10.05,100.12,46.02,65.26
Ahmedabad,2018-10-11,664.0,122.41,126.66,112.69,10.05,76.09,33.97,55.06
Ahmedabad,2018-10-12,914.0,122.41,116.02,98.22,10.05,64.62,44.47,39.74
Ahmedabad,2018-10-13,536.0,122.41,96.65,110.33,10.05,53.75,25.15,59.62
Ahmedabad,2018-10-14,403.0,122.41,110.05,114.23,10.05,101.29,19.73,51.12
Ahmedabad,2018-10-15,427.0,122.41,109.84,104.87,10.05,72.69,23.16,60.82
Ahmedabad,2018-10-16,685.0,122.41,140.06,146.82,10.05,98.85,28.2,57.6
Ahmedabad,2018-10-17,558.0,122.41,109.11,118.85,10.05,94.22,29.19,60.25
Ahmedabad,2018-10-18,487.0,122.41,107.26,94.48,10.05,90.9,26.76,48.62
Ahmedabad,2018-10-19,453.0,122.41,105.87,90.33,10.05,97.98,18.18,46.82
Ahmedabad,2018-10-20,559.0,122.41,101.86,105.96,10.05,89.37,27.99,54.3
Ahmedabad,2018-10-21,1291.0,122.41,96.15,80.49,10.05,76.61,94.41,42.8
Ahmedabad,2018-10-22,1350.0,122.41,88.58,85.92,10.05,90.9,112.71,57.78
